spec	Fold_0
nist_4041523	train
nist_4041566	val
nist_4041611	train
nist_4041668	val
nist_4041711	val
nist_4041722	val
nist_4041766	val
nist_4041774	train
nist_4041818	train
nist_4041874	train
nist_4041878	test
nist_4041906	train
nist_4041946	train
nist_4041975	test
nist_4042018	test
nist_4042024	train
nist_4042077	train
nist_4042124	train
nist_4042163	train
nist_4042225	train
nist_4042230	val
nist_4042260	val
nist_4042265	train
nist_4042295	train
nist_4042324	train
nist_4042379	train
nist_4042395	train
nist_4042431	val
nist_4042449	val
nist_4042465	val
nist_4042483	train
nist_4042521	train
nist_4042534	train
nist_4042549	train
nist_4042564	train
nist_4042630	train
nist_4042638	train
nist_4042678	train
nist_4042711	train
nist_4042735	train
nist_4042749	train
nist_4042763	train
nist_4042772	train
nist_4042781	train
nist_4042809	train
nist_4042817	train
nist_4042822	train
nist_4042826	train
nist_4042852	train
nist_4042864	train
nist_4042878	train
nist_4042910	train
nist_4042917	train
nist_4042948	train
nist_4042969	train
nist_4042986	train
nist_4042996	train
nist_4043030	train
nist_4043042	train
nist_4043054	train
nist_4043072	train
nist_4043083	train
nist_4043097	train
nist_4043119	test
nist_4043134	train
nist_4043152	train
nist_4043163	train
nist_4043165	train
nist_4043188	val
nist_4043217	val
nist_4043258	test
nist_4043295	train
nist_4043308	train
nist_4043331	test
nist_4043338	test
nist_4043366	train
nist_4043383	train
nist_4043407	train
nist_4043436	train
nist_4043449	train
nist_4043471	train
nist_4043495	train
nist_4043518	train
nist_4043561	train
nist_4043566	train
nist_4043574	val
nist_4043587	train
nist_4043629	train
nist_4043641	train
nist_4043653	train
nist_4043672	train
nist_4043697	train
nist_4043719	train
nist_4043729	train
nist_4043733	train
nist_4043776	train
nist_4043801	train
nist_4043814	val
nist_4043829	train
nist_4043860	train
nist_4043866	train
nist_4043917	train
nist_4043945	train
nist_4043961	train
nist_4043992	train
nist_4044022	train
nist_4044054	train
nist_4044099	train
nist_4044107	train
nist_4044125	train
nist_4044143	train
nist_4044165	train
nist_4044178	train
nist_4044183	val
nist_4044208	val
nist_4044213	test
nist_4044238	train
nist_4044256	train
nist_4044268	train
nist_4044284	train
nist_4044299	train
nist_4044323	train
nist_4044328	test
nist_4044361	train
nist_4044389	train
nist_4044398	train
nist_4044409	train
nist_4044424	train
nist_4044445	val
nist_4044467	train
nist_4044502	train
nist_4044519	train
nist_4044545	train
nist_4044551	train
nist_4044578	test
nist_4044595	train
nist_4044627	test
nist_4044641	train
nist_4044667	train
nist_4044675	train
nist_4044705	train
nist_4044734	train
nist_4044743	train
nist_4044758	val
nist_4044790	train
nist_4044818	train
nist_4044852	test
nist_4044883	train
nist_4044922	train
nist_4044929	train
nist_4044936	test
nist_4044952	test
nist_4044958	train
nist_4044967	train
nist_4045002	train
nist_4045041	train
nist_4045059	train
nist_4045093	train
nist_4045110	train
nist_4045127	train
nist_4045134	train
nist_4045144	train
nist_4045171	train
nist_4045201	train
nist_4045215	train
nist_4045232	train
nist_4045246	train
nist_4045254	train
nist_4045279	train
nist_4045304	train
nist_4045316	train
nist_4045332	train
nist_4045347	train
nist_4045363	train
nist_4045403	val
nist_4045418	val
nist_4045430	val
nist_4045437	val
nist_4045448	test
nist_4045465	test
nist_4045481	test
nist_4045490	train
nist_4045503	train
nist_4045522	train
nist_4045537	val
nist_4045565	train
nist_4045593	train
nist_4045605	test
nist_4045622	test
nist_4045637	test
nist_4045647	test
nist_4045665	train
nist_4045681	train
nist_4045702	train
nist_4045727	val
nist_4045744	val
nist_4045752	val
nist_4045764	train
nist_4045776	train
nist_4045812	test
nist_4045843	train
nist_4045862	train
nist_4045908	train
nist_4045935	train
nist_4045953	train
nist_4045965	train
nist_4045982	train
nist_4045999	test
nist_4046017	test
nist_4046040	train
nist_4046074	train
nist_4046121	train
nist_4046173	train
nist_4046189	train
nist_4046220	val
nist_4046231	train
nist_4046259	train
nist_4046280	train
nist_4046311	train
nist_4046325	train
nist_4046333	train
nist_4046345	train
nist_4046370	train
nist_4046389	train
nist_4046420	train
nist_4046429	train
nist_4046453	train
nist_4046485	train
nist_4046497	train
nist_4046532	train
nist_4046538	train
nist_4046592	train
nist_4046617	train
nist_4046648	train
nist_4046674	train
nist_4046698	train
nist_4046714	train
nist_4046721	train
nist_4046734	train
nist_4046743	train
nist_4046784	train
nist_4046811	test
nist_4046821	test
nist_4046842	train
nist_4046851	train
nist_4046857	train
nist_4046889	train
nist_4046904	train
nist_4046958	train
nist_4046982	train
nist_4046997	train
nist_4047023	train
nist_4047038	train
nist_4047054	train
nist_4047074	train
nist_4047149	train
nist_4047161	train
nist_4047177	train
nist_4047190	train
nist_4047218	val
nist_4047242	train
nist_4047270	train
nist_4047305	train
nist_4047319	train
nist_4047339	train
nist_4047357	val
nist_4047365	train
nist_4047394	train
nist_4047433	train
nist_4047445	train
nist_4047465	train
nist_4047473	val
nist_4047486	train
nist_4047517	train
nist_4047532	train
nist_4047548	train
nist_4047597	val
nist_4047620	train
nist_4047628	test
nist_4047656	train
nist_4047662	train
nist_4047690	train
nist_4047710	train
nist_4047725	train
nist_4047739	train
nist_4047749	train
nist_4047762	train
nist_4047782	train
nist_4047797	train
nist_4047811	train
nist_4047850	val
nist_4047878	train
nist_4047896	train
nist_4047913	train
nist_4047923	train
nist_4047936	train
nist_4047977	train
nist_4047986	train
nist_4048012	train
nist_4048057	train
nist_4048084	train
nist_4048095	test
nist_4048137	train
nist_4048164	train
nist_4048184	train
nist_4048193	train
nist_4048206	train
nist_4048212	test
nist_4048240	test
nist_4048266	train
nist_4048286	train
nist_4048322	train
nist_4048349	train
nist_4048354	train
nist_4048387	test
nist_4048404	train
nist_4048421	train
nist_4048456	train
nist_4048483	train
nist_4048559	test
nist_4048575	test
nist_4048593	train
nist_4048605	train
nist_4048617	train
nist_4048625	train
nist_4048656	train
nist_4048673	train
nist_4048690	train
nist_4048707	train
nist_4048741	train
nist_4048749	train
nist_4048763	train
nist_4048788	train
nist_4048802	train
nist_4048818	train
nist_4048828	train
nist_4048853	train
nist_4048862	train
nist_4048877	val
nist_4048888	val
nist_4048893	train
nist_4048908	train
nist_4048920	train
nist_4048950	train
nist_4048996	test
nist_4049022	test
nist_4049049	train
nist_4049078	train
nist_4049092	train
nist_4049118	train
nist_4049134	train
nist_4049147	train
nist_4049163	train
nist_4049176	train
nist_4049188	train
nist_4049203	train
nist_4049221	train
nist_4049262	train
nist_4049274	val
nist_4049315	train
nist_4049324	train
nist_4049336	train
nist_4049337	val
nist_4049349	train
nist_4049364	train
nist_4049380	train
nist_4049417	train
nist_4049429	train
nist_4049437	test
nist_4049462	train
nist_4049474	train
nist_4049502	train
nist_4049518	train
nist_4049533	train
nist_4049544	train
nist_4049562	val
nist_4049575	val
nist_4049606	train
nist_4049636	train
nist_4049677	train
nist_4049690	train
nist_4049714	train
nist_4049771	train
nist_4049793	train
nist_4049825	val
nist_4049827	val
nist_4049837	train
nist_4049864	train
nist_4049882	train
nist_4049898	val
nist_4049906	train
nist_4049966	train
nist_4049994	train
nist_4050033	train
nist_4050042	val
nist_4050057	train
nist_4050074	train
nist_4050085	train
nist_4050097	train
nist_4050126	train
nist_4050138	train
nist_4050160	train
nist_4050193	train
nist_4050204	train
nist_4050222	val
nist_4050253	test
nist_4050277	train
nist_4050307	train
nist_4050336	train
nist_4050368	train
nist_4050390	train
nist_4050401	val
nist_4050417	val
nist_4050428	val
nist_4050446	val
nist_4050456	train
nist_4050481	train
nist_4050488	train
nist_4050501	train
nist_4050515	val
nist_4050536	val
nist_4050569	val
nist_4050581	train
nist_4050605	train
nist_4050628	train
nist_4050636	train
nist_4050644	train
nist_4050648	val
nist_4050664	train
nist_4050679	train
nist_4050703	train
nist_4050712	train
nist_4050744	train
nist_4050778	train
nist_4050785	train
nist_4050796	train
nist_4050805	train
nist_4050833	train
nist_4050866	train
nist_4050873	train
nist_4050891	train
nist_4050920	train
nist_4050974	train
nist_4050998	train
nist_4051011	train
nist_4051045	train
nist_4051069	train
nist_4051082	train
nist_4051099	train
nist_4051141	train
nist_4051157	train
nist_4051184	train
nist_4051200	test
nist_4051232	test
nist_4051255	test
nist_4051260	train
nist_4051268	train
nist_4051298	train
nist_4051316	train
nist_4051372	train
nist_4051402	train
nist_4051448	train
nist_4051466	train
nist_4051479	test
nist_4051505	train
nist_4051534	train
nist_4051562	test
nist_4051589	val
nist_4051616	val
nist_4051643	train
nist_4051658	train
nist_4051685	train
nist_4051712	train
nist_4051740	train
nist_4051767	train
nist_4051781	train
nist_4051809	test
nist_4051849	train
nist_4051864	train
nist_4051895	train
nist_4051924	train
nist_4051951	val
nist_4051980	test
nist_4052007	test
nist_4052010	train
nist_4052037	train
nist_4052064	train
nist_4052075	train
nist_4052110	train
nist_4052137	train
nist_4052148	train
nist_4052188	train
nist_4052226	test
nist_4052254	train
nist_4052285	train
nist_4052312	train
nist_4052341	train
nist_4052367	train
nist_4052395	train
nist_4052400	val
nist_4052424	train
nist_4052438	train
nist_4052464	train
nist_4052493	train
nist_4052520	train
nist_4052548	train
nist_4052577	train
nist_4052604	train
nist_4052631	train
nist_4052658	val
nist_4052735	test
nist_4052762	train
nist_4052789	train
nist_4052832	train
nist_4052859	train
nist_4052887	train
nist_4052914	test
nist_4052940	test
nist_4052968	train
nist_4052977	train
nist_4053004	val
nist_4053030	train
nist_4053057	train
nist_4053097	train
nist_4053110	train
nist_4053137	train
nist_4053166	test
nist_4053194	train
nist_4053223	train
nist_4053252	train
nist_4053281	train
nist_4053310	test
nist_4053338	train
nist_4053388	train
nist_4053416	test
nist_4053447	train
nist_4053505	train
nist_4053546	train
nist_4053574	train
nist_4053584	train
nist_4053611	train
nist_4053655	train
nist_4053684	test
nist_4053737	train
nist_4053765	train
nist_4053792	train
nist_4053802	val
nist_4053836	val
nist_4053843	train
nist_4053856	val
nist_4053866	test
nist_4053879	test
nist_4053904	train
nist_4053918	train
nist_4053930	train
nist_4053941	test
nist_4053964	train
nist_4053982	train
nist_4053990	train
nist_4054011	train
nist_4054026	train
nist_4054064	train
nist_4054078	val
nist_4054119	train
nist_4054137	train
nist_4054150	train
nist_4054157	train
nist_4054170	train
nist_4054198	train
nist_4054206	test
nist_4054218	train
nist_4054233	train
nist_4054244	train
nist_4054258	train
nist_4054267	train
nist_4054285	train
nist_4054310	train
nist_4054327	train
nist_4054344	train
nist_4054377	train
nist_4054393	train
nist_4054402	train
nist_4054407	train
nist_4054444	train
nist_4054460	train
nist_4054467	test
nist_4054479	train
nist_4054509	train
nist_4054515	test
nist_4054544	train
nist_4054575	train
nist_4054581	train
nist_4054608	train
nist_4054653	train
nist_4054667	train
nist_4054718	train
nist_4054724	train
nist_4054744	val
nist_4054772	train
nist_4054790	train
nist_4054803	train
nist_4054811	train
nist_4054845	train
nist_4054878	train
nist_4054890	val
nist_4054902	val
nist_4054927	val
nist_4054961	val
nist_4054969	train
nist_4054987	train
nist_4054999	train
nist_4055003	train
nist_4055017	train
nist_4055031	train
nist_4055040	train
nist_4055055	train
nist_4055065	test
nist_4055119	test
nist_4055130	test
nist_4055138	train
nist_4055177	val
nist_4055196	val
nist_4055225	train
nist_4055228	train
nist_4055234	train
nist_4055239	train
nist_4055289	train
nist_4055306	train
nist_4055336	train
nist_4055347	train
nist_4055379	train
nist_4055388	train
nist_4055403	train
nist_4055409	train
nist_4055412	train
nist_4055421	train
nist_4055433	train
nist_4055466	train
nist_4055480	train
nist_4055516	train
nist_4055531	train
nist_4055556	train
nist_4055585	train
nist_4055592	val
nist_4055617	val
nist_4055631	train
nist_4055640	val
nist_4055661	train
nist_4055682	train
nist_4055706	test
nist_4055712	train
nist_4055735	test
nist_4055758	train
nist_4055764	train
nist_4055776	train
nist_4055803	train
nist_4055834	train
nist_4055867	val
nist_4055905	train
nist_4055928	train
nist_4055952	train
nist_4055961	train
nist_4055982	train
nist_4056006	train
nist_4056028	train
nist_4056039	train
nist_4056069	train
nist_4056079	train
nist_4056124	train
nist_4056188	train
nist_4056219	train
nist_4056235	train
nist_4056259	test
nist_4056283	val
nist_4056313	train
nist_4056331	train
nist_4056356	train
nist_4056368	train
nist_4056412	train
nist_4056428	train
nist_4056439	train
nist_4056452	train
nist_4056471	train
nist_4056517	train
nist_4056530	train
nist_4056538	train
nist_4056551	train
nist_4056567	train
nist_4056599	test
nist_4056618	val
nist_4056631	val
nist_4056637	train
nist_4056666	test
nist_4056671	train
nist_4056687	train
nist_4056706	train
nist_4056722	train
nist_4056731	train
nist_4056741	train
nist_4056755	train
nist_4056782	train
nist_4056789	train
nist_4056807	train
nist_4056825	train
nist_4056840	train
nist_4056853	test
nist_4056861	train
nist_4056906	train
nist_4056935	train
nist_4056940	train
nist_4056963	train
nist_4057010	train
nist_4057024	train
nist_4057051	train
nist_4057071	val
nist_4057084	train
nist_4057096	train
nist_4057136	train
nist_4057148	train
nist_4057173	train
nist_4057201	train
nist_4057241	val
nist_4057252	train
nist_4057267	train
nist_4057285	train
nist_4057292	train
nist_4057321	val
nist_4057339	val
nist_4057355	val
nist_4057371	val
nist_4057386	val
nist_4057397	val
nist_4057420	train
nist_4057432	train
nist_4057446	train
nist_4057471	train
nist_4057518	train
nist_4057529	train
nist_4057561	train
nist_4057587	train
nist_4057604	train
nist_4057621	train
nist_4057635	train
nist_4057658	train
nist_4057669	train
nist_4057682	train
nist_4057707	test
nist_4057722	test
nist_4057733	test
nist_4057751	test
nist_4057776	train
nist_4057791	train
nist_4057821	train
nist_4057830	train
nist_4057841	train
nist_4057853	train
nist_4057895	train
nist_4057920	train
nist_4057967	train
nist_4057992	train
nist_4058004	test
nist_4058034	test
nist_4058039	test
nist_4058072	test
nist_4058079	train
nist_4058111	train
nist_4058130	train
nist_4069031	train
nist_4069050	train
nist_4069078	train
nist_4069111	train
nist_4069142	val
nist_4069159	train
nist_4069192	train
nist_4069207	val
nist_4069240	train
nist_4069277	train
nist_4069285	test
nist_4069307	train
nist_4069324	train
nist_4069335	train
nist_4069367	train
nist_4069399	train
nist_4069429	train
nist_4069465	val
nist_4069500	train
nist_4069518	train
nist_4069553	train
nist_4069563	train
nist_4069588	train
nist_4069597	train
nist_4069644	train
nist_4069660	train
nist_4069675	train
nist_4069714	train
nist_4069749	train
nist_4069778	train
nist_4069782	train
nist_4069826	train
nist_4069872	train
nist_4069921	train
nist_4069951	train
nist_4069996	train
nist_4070007	train
nist_4070040	train
nist_4070056	train
nist_4070072	train
nist_4070090	train
nist_4070119	train
nist_4070136	train
nist_4070168	train
nist_4070201	train
nist_4070211	train
nist_4070274	train
nist_4070309	test
nist_4070344	train
nist_4070377	train
nist_4070426	train
nist_4070439	train
nist_4070492	train
nist_4070509	train
nist_4070575	train
nist_4070601	train
nist_4070633	train
nist_4070668	train
nist_4070676	train
nist_4070720	train
nist_4070739	train
nist_4070755	train
nist_4070827	train
nist_4070840	train
nist_4070856	train
nist_4070886	train
nist_4070898	train
nist_4070912	train
nist_4070944	test
nist_4070976	train
nist_4071014	train
nist_4071046	train
nist_4071063	train
nist_4071070	train
nist_4071103	train
nist_4071146	train
nist_4071164	val
nist_4071181	train
nist_4071231	train
nist_4071256	train
nist_4071268	train
nist_4071301	train
nist_4071308	train
nist_4071326	train
nist_4071362	train
nist_4071392	train
nist_4071462	train
nist_4071528	val
nist_4071558	train
nist_4071608	test
nist_4071643	train
nist_4071656	train
nist_4071667	train
nist_4071737	train
nist_4071779	train
nist_4071828	train
nist_4071849	train
nist_4071887	train
nist_4071918	train
nist_4071975	train
nist_4072005	train
nist_4072027	train
nist_4072056	train
nist_4072110	test
nist_4072118	test
nist_4072134	train
nist_4072147	train
nist_4072203	train
nist_4072260	train
nist_4072273	train
nist_4072279	train
nist_4072346	test
nist_4072381	test
nist_4072417	test
nist_4072427	train
nist_4072453	train
nist_4072460	test
nist_4072474	test
nist_4072484	train
nist_4072502	train
nist_4072509	train
nist_4072543	train
nist_4072602	test
nist_4072635	test
nist_4072653	test
nist_4072689	train
nist_4072714	train
nist_4072742	test
nist_4072758	test
nist_4072784	test
nist_4072791	train
nist_4072840	train
nist_4072854	train
nist_4072886	train
nist_4072918	train
nist_4072949	train
nist_4072967	train
nist_4072997	train
nist_4073009	train
nist_4073019	test
nist_4073045	train
nist_4073096	train
nist_4073125	train
nist_4073139	train
nist_4073145	train
nist_4073167	train
nist_4073195	train
nist_4073209	train
nist_4073224	train
nist_4073241	train
nist_4073256	train
nist_4073292	train
nist_4073299	train
nist_4073328	train
nist_4073338	train
nist_4073348	train
nist_4073399	train
nist_4073429	train
nist_4073446	train
nist_4073463	train
nist_4073499	train
nist_4073529	train
nist_4073544	train
nist_4073601	train
nist_4073632	train
nist_4073644	train
nist_4073678	train
nist_4073707	train
nist_4073725	val
nist_4073757	val
nist_4073803	train
nist_4073818	train
nist_4073839	train
nist_4073878	test
nist_4073907	train
nist_4073924	train
nist_4073964	train
nist_4073969	train
nist_4073978	train
nist_4073997	train
nist_4074013	train
nist_4074027	train
nist_4074055	train
nist_4074060	train
nist_4074094	train
nist_4074150	train
nist_4074163	train
nist_4074233	train
nist_4074249	train
nist_4074281	train
nist_4074296	train
nist_4074315	train
nist_4074366	val
nist_4074378	train
nist_4074397	train
nist_4074422	train
nist_4074427	train
nist_4074477	train
nist_4074498	train
nist_4074560	train
nist_4074576	train
nist_4074617	train
nist_4074673	test
nist_4074675	train
nist_4074689	train
nist_4074695	train
nist_4074713	train
nist_4074720	train
nist_4074765	train
nist_4074799	train
nist_4074826	train
nist_4074845	train
nist_4074863	train
nist_4074875	train
nist_4074911	train
nist_4074925	train
nist_4074935	train
nist_4074983	train
nist_4075020	train
nist_4075053	train
nist_4075106	train
nist_4075116	train
nist_4075132	train
nist_4075149	train
nist_4075155	train
nist_4075172	train
nist_4075182	train
nist_4075200	train
nist_4075234	train
nist_4075274	train
nist_4075300	test
nist_4075348	train
nist_4075358	test
nist_4075392	test
nist_4075408	test
nist_4075420	val
nist_4075424	val
nist_4075433	train
nist_4075456	train
nist_4075483	train
nist_4075496	train
nist_4075542	train
nist_4075555	train
nist_4075581	train
nist_4075588	train
nist_4075609	train
nist_4075624	train
nist_4075628	train
nist_4075641	train
nist_4075668	train
nist_4075680	val
nist_4075732	test
nist_4075766	train
nist_4075818	train
nist_4075870	train
nist_4075886	train
nist_4075918	train
nist_4075938	train
nist_4075951	val
nist_4076014	train
nist_4076062	train
nist_4076089	train
nist_4076104	train
nist_4076111	train
nist_4076132	val
nist_4076173	val
nist_4076205	val
nist_4076223	val
nist_4076243	train
nist_4076292	train
nist_4076327	test
nist_4076379	test
nist_4076399	test
nist_4076424	train
nist_4076435	train
nist_4076462	train
nist_4076515	train
nist_4076549	train
nist_4076581	train
nist_4076607	train
nist_4076620	train
nist_4076676	train
nist_4076687	train
nist_4076697	train
nist_4076732	train
nist_4076742	train
nist_4076771	train
nist_4076806	test
nist_4076859	test
nist_4076873	train
nist_4076940	test
nist_4076973	test
nist_4077015	test
nist_4077027	val
nist_4077044	val
nist_4077082	val
nist_4077138	val
nist_4077152	train
nist_4077194	train
nist_4077212	train
nist_4077234	test
nist_4077271	train
nist_4077316	train
nist_4077334	train
nist_4077385	train
nist_4077428	train
nist_4077457	val
nist_4077500	val
nist_4077523	val
nist_4077560	val
nist_4077578	val
nist_4077605	val
nist_4077666	train
nist_4077696	train
nist_4077711	train
nist_4077723	train
nist_4077743	train
nist_4077762	train
nist_4077796	train
nist_4077839	train
nist_4077856	train
nist_4077889	test
nist_4077923	test
nist_4077978	train
nist_4078010	train
nist_4078031	train
nist_4078065	train
nist_4078072	train
nist_4078123	test
nist_4078142	test
nist_4078179	test
nist_4078197	test
nist_4078238	val
nist_4078294	train
nist_4078314	train
nist_4078323	train
nist_4078338	train
nist_4078354	train
nist_4078367	train
nist_4078384	train
nist_4078431	test
nist_4078452	test
nist_4078471	test
nist_4078487	train
nist_4078547	train
nist_4078576	train
nist_4078629	train
nist_4078665	train
nist_4078707	train
nist_4078741	train
nist_4078761	train
nist_4078780	train
nist_4078795	train
nist_4078835	train
nist_4078873	train
nist_4078882	train
nist_4078897	train
nist_4078913	train
nist_4078981	train
nist_4079021	train
nist_4079039	train
nist_4079053	train
nist_4079100	train
nist_4079130	train
nist_4079161	train
nist_4079182	train
nist_4079237	train
nist_4079253	train
nist_4079307	train
nist_4079340	train
nist_4079349	train
nist_4079364	train
nist_4079394	test
nist_4079424	test
nist_4079490	train
nist_4079510	train
nist_4079531	train
nist_4079594	train
nist_4079612	train
nist_4079625	train
nist_4079656	train
nist_4079673	train
nist_4079713	train
nist_4079734	train
nist_4079743	train
nist_4079777	test
nist_4079838	test
nist_4079870	test
nist_4079888	train
nist_4079920	train
nist_4079933	train
nist_4079950	train
nist_4079981	train
nist_4079998	train
nist_4080020	train
nist_4080038	train
nist_4080047	test
nist_4080066	test
nist_4080083	test
nist_4080107	test
nist_4080124	test
nist_4080158	train
nist_4080173	train
nist_4080192	train
nist_4080209	train
nist_4080226	train
nist_4080274	train
nist_4080294	train
nist_4080311	test
nist_4080330	train
nist_4080375	train
nist_4080385	train
nist_4080417	train
nist_4080427	train
nist_4080444	train
nist_4080461	train
nist_4080475	train
nist_4080519	train
nist_4080543	train
nist_4080559	train
nist_4080571	train
nist_4080588	train
nist_4080638	train
nist_4080669	train
nist_4080707	train
nist_4080736	train
nist_4080788	train
nist_4080837	val
nist_4080868	train
nist_4080885	train
nist_4080901	train
nist_4080911	train
nist_4080916	train
nist_4080935	train
nist_4080965	train
nist_4080982	train
nist_4081013	test
nist_4081034	train
nist_4081084	train
nist_4081117	train
nist_4081133	test
nist_4081155	test
nist_4081205	train
nist_4081224	train
nist_4081253	train
nist_4081279	train
nist_4081283	train
nist_4081296	train
nist_4081358	train
nist_4081373	train
nist_4081385	train
nist_4081402	train
nist_4081432	train
nist_4081450	train
nist_4081504	train
nist_4081521	train
nist_4081558	train
nist_4081582	train
nist_4081617	train
nist_4081634	train
nist_4081670	val
nist_4081687	val
nist_4081696	val
nist_4081713	val
nist_4081759	train
nist_4081775	train
nist_4081792	train
nist_4081819	train
nist_4081838	train
nist_4081906	train
nist_4081924	train
nist_4081960	train
nist_4081987	train
nist_4082010	train
nist_4082027	train
nist_4082064	train
nist_4082078	train
nist_4082094	test
nist_4082106	train
nist_4082138	train
nist_4082152	train
nist_4082181	val
nist_4082239	val
nist_4082247	val
nist_4082277	val
nist_4082287	val
nist_4082318	val
nist_4082343	val
nist_4082349	train
nist_4082361	train
nist_4082368	train
nist_4082384	train
nist_4082401	train
nist_4082433	train
nist_4082445	train
nist_4082468	test
nist_4082494	train
nist_4082510	val
nist_4082523	train
nist_4082537	train
nist_4082557	train
nist_4082598	train
nist_4082627	train
nist_4082661	train
nist_4082674	train
nist_4082688	train
nist_4082706	train
nist_4082712	train
nist_4082729	train
nist_4082745	train
nist_4082761	train
nist_4082809	test
nist_4082858	train
nist_4082875	train
nist_4082900	train
nist_4082916	train
nist_4082955	train
nist_4082962	train
nist_4082990	train
nist_4082996	train
nist_4083034	train
nist_4083067	train
nist_4083087	train
nist_4083159	train
nist_4083246	test
nist_4083265	train
nist_4083297	train
nist_4083312	train
nist_4083320	train
nist_4083328	train
nist_4083343	train
nist_4083367	train
nist_4083404	train
nist_4083424	train
nist_4083458	train
nist_4083467	train
nist_4083501	val
nist_4083517	train
nist_4083530	train
nist_4083567	train
nist_4083583	train
nist_4083598	train
nist_4083610	train
nist_4083670	train
nist_4083719	train
nist_4083737	train
nist_4083753	train
nist_4083787	train
nist_4083795	test
nist_4083811	test
nist_4083837	val
nist_4083850	train
nist_4083863	train
nist_4083879	train
nist_4083910	train
nist_4083927	train
nist_4083960	train
nist_4083979	train
nist_4084003	train
nist_4084008	train
nist_4084039	test
nist_4084056	test
nist_4084072	train
nist_4084090	train
nist_4084110	train
nist_4084134	train
nist_4084139	train
nist_4084173	train
nist_4084201	train
nist_4084210	train
nist_4084263	train
nist_4084302	val
nist_4084318	val
nist_4084329	train
nist_4084388	train
nist_4084425	test
nist_4084461	test
nist_4084481	test
nist_4084496	train
nist_4084530	train
nist_4084580	train
nist_4084606	train
nist_4084672	train
nist_4084687	train
nist_4084707	train
nist_4084755	train
nist_4084826	val
nist_4084841	train
nist_4084900	test
nist_4084917	train
nist_4084965	train
nist_4084996	test
nist_4085018	test
nist_4085057	test
nist_4085107	train
nist_4085171	train
nist_4085190	train
nist_4085254	test
nist_4085303	test
nist_4085325	val
nist_4085339	val
nist_4085346	train
nist_4085411	val
nist_4085430	val
nist_4085448	val
nist_4085508	train
nist_4085539	train
nist_4085555	train
nist_4085572	train
nist_4085588	train
nist_4085597	train
nist_4085600	train
nist_4085610	train
nist_4085657	test
nist_4085710	test
nist_4085726	train
nist_4085754	train
nist_4085785	train
nist_4085827	train
nist_4085845	train
nist_4085903	train
nist_4086000	train
nist_4086066	train
nist_4086152	val
nist_4086187	train
nist_4086224	train
nist_4086310	train
nist_4086339	test
nist_4086384	train
nist_4086425	train
nist_4086448	val
nist_4086478	train
nist_4086553	train
nist_4086573	train
nist_4086692	train
nist_4086829	train
nist_4086865	train
nist_4086918	test
nist_4086925	train
nist_4086981	train
nist_4087106	test
nist_4087120	test
nist_4087135	train
nist_4087190	test
nist_4087220	test
nist_4087235	test
nist_4087268	test
nist_4087297	train
nist_4087336	train
nist_4087344	train
nist_4087387	train
nist_4087398	train
nist_4087418	train
nist_4087501	train
nist_4087537	train
nist_4087555	train
nist_4087623	train
nist_4087793	train
nist_4087831	train
nist_4087847	train
nist_4087920	train
nist_4087935	train
nist_4087998	train
nist_4088063	train
nist_4088186	train
nist_4088205	val
nist_4088237	val
nist_4088252	train
nist_4088278	train
nist_4088284	test
nist_4088318	test
nist_4088324	train
nist_4088368	train
nist_4088387	train
nist_4088425	train
nist_4088441	val
nist_4088468	val
nist_4088483	val
nist_4088497	test
nist_4088605	train
nist_4088668	val
nist_4088704	train
nist_4088803	test
nist_4088906	train
nist_4088947	train
nist_4088983	val
nist_4089020	train
nist_4089048	train
nist_4089093	train
nist_4089125	train
nist_4089161	train
nist_4089179	test
nist_4089208	train
nist_4089243	train
nist_4089263	test
nist_4089295	train
nist_4089362	train
nist_4089374	train
nist_4089431	train
nist_4089450	train
nist_4089497	train
nist_4089541	val
nist_4089558	val
nist_4089593	val
nist_4089601	val
nist_4089671	val
nist_4089709	train
nist_4089745	train
nist_4089825	train
nist_4089841	train
nist_4089872	train
nist_4089931	test
nist_4089944	train
nist_4089957	train
nist_4090003	train
nist_4090014	train
nist_4090027	train
nist_4090064	train
nist_4090080	train
nist_4090085	train
nist_4090119	val
nist_4090157	val
nist_4090175	train
nist_4090215	train
nist_4090299	train
nist_4090316	train
nist_4090340	train
nist_4090390	train
nist_4090438	train
nist_4090467	train
nist_4090496	test
nist_4090513	train
nist_4090531	train
nist_4090554	train
nist_4090585	train
nist_4090603	train
nist_4090640	train
nist_4090643	train
nist_4090677	train
nist_4090720	train
nist_4090764	train
nist_4090777	train
nist_4091055	train
nist_4091088	train
nist_4091095	train
nist_4091139	train
nist_4091223	train
nist_4091310	train
nist_4091318	train
nist_4091357	train
nist_4091378	test
nist_4091414	test
nist_4091428	train
nist_4091507	val
nist_4091557	val
nist_4091610	train
nist_4091635	train
nist_4091686	train
nist_4091716	train
nist_4091852	train
nist_4091887	train
nist_4091917	train
nist_4091928	train
nist_4091943	test
nist_4091983	train
nist_4092042	train
nist_4092093	train
nist_4092121	train
nist_4092129	train
nist_4092175	train
nist_4092270	train
nist_4092288	train
nist_4092340	test
nist_4092393	test
nist_4092416	train
nist_4092451	train
nist_4092460	train
nist_4092489	train
nist_4092506	train
nist_4092603	train
nist_4092673	train
nist_4092689	train
nist_4092752	train
nist_4092788	train
nist_4092923	val
nist_4092947	val
nist_4093051	test
